"Entity Type","Entity Type"
"Entity type","Entity type"
"Error","Error"
"Event","Event"
"Execution #%1","Execution #%1"
"Execution ID","Execution ID"
"Execution Log","Execution Log"
"Execution not found.","Execution not found."
"Execution Summary","Execution Summary"
"Failed","Failed"
"Fan Out Over Relation","Fan Out Over Relation"
"Fan-Out (run per related entity)","Fan-Out (run per related entity)"
"Fan-Out Cap","Fan-Out Cap"
"Fan-out over ""%1"": enter the source (%2) entity id to preview how many executions it would dispatch.","Fan-out over ""%1"": enter the source (%2) entity id to preview how many executions it would dispatch."
"Fan-out: the relation ""%1"" is not registered.","Fan-out: the relation ""%1"" is not registered."
"Fan-out: would dispatch %1 execution(s) — one per %2.","Fan-out: would dispatch %1 execution(s) — one per %2."
"Finished","Finished"
"First %1: %2","First %1: %2"
"General","General"
"General Information","General Information"
"Hours","Hours"
"ID","ID"
"Install","Install"
"Install in shadow mode (recommended): it evaluates and logs but performs no side effects until you enable it.","Install in shadow mode (recommended): it evaluates and logs but performs no side effects until you enable it."
"Install this template","Install this template"
"Install workflow","Install workflow"
"Install Workflow Template","Install Workflow Template"
"Install: %1","Install: %1"
"Installed ""%1"" in %2. Next: dry-run it against a real entity, review it, then enable it.","Installed ""%1"" in %2. Next: dry-run it against a real entity, review it, then enable it."
"ISO-8601 duration, e.g. PT4H (4 hours) or P1D (1 day).","ISO-8601 duration, e.g. PT4H (4 hours) or P1D (1 day)."
"Live","Live"
"Loop Guard Depth","Loop Guard Depth"
"Manual","Manual"
"Manually Run Workflows","Manually Run Workflows"
"Maximum re-dispatch depth before a self-triggered chain is suppressed (default 1).","Maximum re-dispatch depth before a self-triggered chain is suppressed (default 1)."
"Maximum related entities to fan out to per trigger. Clamped to the global Fan-Out Cap (Stores → Configuration → Workflows → Guards). Leave blank to use the global cap. Excess targets are dropped with an admin-visible marker.","Maximum related entities to fan out to per trigger. Clamped to the global Fan-Out Cap (Stores → Configuration → Workflows → Guards). Leave blank to use the global cap. Excess targets are dropped with an admin-visible marker."
"Minutes","Minutes"
"Missing source","Missing source"
"Mode","Mode"
"Module: %1","Module: %1"
"Name","Name"
"Names the secret. Enter a value to create it, or leave blank to reference an existing secret.","Names the secret. Enter a value to create it, or leave blank to reference an existing secret."
"new value (optional)","new value (optional)"
"New Workflow","New Workflow"
"No matches.","No matches."
"No prior revisions have been archived yet.","No prior revisions have been archived yet."
"No step data recorded yet.","No step data recorded yet."
"No workflow templates are available. Install a template pack to populate the gallery.","No workflow templates are available. Install a template pack to populate the gallery."
"Nothing selected yet.","Nothing selected yet."
"Open in visual canvas","Open in visual canvas"
"Open in visual editor","Open in visual editor"
"Opens a slide-out editor. The textarea above remains available for direct JSON editing.","Opens a slide-out editor. The textarea above remains available for direct JSON editing."
"Other","Other"
"Outcome","Outcome"
"Pending","Pending"
"Pick a template, answer a few questions, and install a ready-made workflow. Installed templates land disabled or in shadow mode — dry-run and review before enabling.","Pick a template, answer a few questions, and install a ready-made workflow. Installed templates land disabled or in shadow mode — dry-run and review before enabling."
"Plain-language preview","Plain-language preview"
"Populated from registered event triggers. For schedule-type workflows, use a cron expression here instead; manual triggers ignore this field.","Populated from registered event triggers. For schedule-type workflows, use a cron expression here instead; manual triggers ignore this field."
"Production would stop before here","Production would stop before here"
"Questions you will answer","Questions you will answer"
"Re-validates the definition above without saving. Errors block saving; warnings do not.","Re-validates the definition above without saving. Errors block saving; warnings do not."
"Reference Secrets in Workflow Actions","Reference Secrets in Workflow Actions"
"Refresh preview","Refresh preview"
"Requirements","Requirements"
"Result / Error","Result / Error"
"Resume At","Resume At"
"Run Dry-Run","Run Dry-Run"
"Run Mode","Run Mode"
"Run Now","Run Now"
"Running","Running"
"Runs the definition below against one entity with no side effects — no emails, no webhooks, no data changes. Delays and waits are compressed; waits show both outcomes.","Runs the definition below against one entity with no side effects — no emails, no webhooks, no data changes. Delays and waits are compressed; waits show both outcomes."
"Save the workflow, or use ""Refresh preview"" below, to see a plain-language summary of this definition.","Save the workflow, or use ""Refresh preview"" below, to see a plain-language summary of this definition."
"Save Workflow","Save Workflow"
"Saved as a dry-run execution for audit.","Saved as a dry-run execution for audit."
"Schedule","Schedule"
"Search by name, or enter the record ID.","Search by name, or enter the record ID."
"Search results","Search results"
"secret name","secret name"
"See docs/15-operations.md for what each check means and how to fix it. ","See docs/15-operations.md for what each check means and how to fix it. "
"Shadow","Shadow"
"shadow mode","shadow mode"
"Shadow mode evaluates conditions on live traffic and logs would-be action effects without mutating anything.","Shadow mode evaluates conditions on live traffic and logs would-be action effects without mutating anything."
"Skipped","Skipped"
"Something went wrong while dispatching the workflow.","Something went wrong while dispatching the workflow."
"Something went wrong while saving the workflow.","Something went wrong while saving the workflow."
"Started","Started"
"Status","Status"
"Step","Step"
"step","step"
"step ""%1""","step ""%1"""
"Step Timeline","Step Timeline"
"Store","Store"
"Store ID","Store ID"
"Summary","Summary"
"Suspended","Suspended"
"Technical details","Technical details"
"That workflow template is not available.","That workflow template is not available."
"The conditions could not be validated.","The conditions could not be validated."
"The dispatcher resolves the triggering entity's store to a website and skips this workflow if it doesn't match.","The dispatcher resolves the triggering entity's store to a website and skips this workflow if it doesn't match."
"The preview could not be generated for this definition.","The preview could not be generated for this definition."
"The trace was truncated at the step-visit cap; some paths were not explored.","The trace was truncated at the step-visit cap; some paths were not explored."
"The workflow could not be deleted.","The workflow could not be deleted."
"The workflow has been deleted.","The workflow has been deleted."
"The workflow has been saved.","The workflow has been saved."
"The workflow is created disabled (or in shadow mode). Nothing runs against real orders or customers until you review and enable it.","The workflow is created disabled (or in shadow mode). Nothing runs against real orders or customers until you review and enable it."
"The workflow run has been dispatched (execution %1).","The workflow run has been dispatched (execution %1)."
"The workflow was installed, but these secrets still need to be created: %1.","The workflow was installed, but these secrets still need to be created: %1."
"This execution no longer exists.","This execution no longer exists."
"This workflow no longer exists.","This workflow no longer exists."
"This workflow no longer exists. Your input has been kept below; saving will create a new workflow.","This workflow no longer exists. Your input has been kept below; saving will create a new workflow."
"This workflow would be skipped: its conditions do not match this entity.","This workflow would be skipped: its conditions do not match this entity."
"Trace","Trace"
"Trigger","Trigger"
"Trigger Type","Trigger Type"
"Trigger: %1","Trigger: %1"
"Triggered At","Triggered At"
"Type","Type"
"Type to search…","Type to search…"
"Unavailable","Unavailable"
"Unit","Unit"
"Updated","Updated"
"UUID","UUID"
"v1 fallback editor: the raw step-graph JSON (schema, steps, entry -- see docs/04-definition-format.md). Validated on save against the definition schema and against your ACL for every action referenced. A dynamicRows/metadata-driven step builder is a stretch goal.","v1 fallback editor: the raw step-graph JSON (schema, steps, entry -- see docs/04-definition-format.md). Validated on save against the definition schema and against your ACL for every action referenced. A dynamicRows/metadata-driven step builder is a stretch goal."
"Version","Version"
"View","View"
"View execution #%1","View execution #%1"
"View Workflows & Executions","View Workflows & Executions"
"Visual","Visual"
"Waiting","Waiting"
"Warning","Warning"
"Website Scope","Website Scope"
"What it does","What it does"
"What would happen","What would happen"
"When set, one triggering event runs the workflow once for EACH related entity (e.g. ""for each open order of that customer""), up to the cap. The workflow's Entity Type must be the relation's target, and the trigger's entity must be the relation's source. Like a manual mass-run, this may run against many entities per trigger.","When set, one triggering event runs the workflow once for EACH related entity (e.g. ""for each open order of that customer""), up to the cap. The workflow's Entity Type must be the relation's target, and the trigger's entity must be the relation's source. Like a manual mass-run, this may run against many entities per trigger."
"Workflow","Workflow"
"Workflow #%1 (deleted)","Workflow #%1 (deleted)"
"Workflow engine health","Workflow engine health"
"Workflow Executions","Workflow Executions"
"Workflow health checks could not run. See the log for details.","Workflow health checks could not run. See the log for details."
"Workflow ID","Workflow ID"
"Workflow Template","Workflow Template"
"Workflow Templates","Workflow Templates"
"Workflows","Workflows"
"Would fail","Would fail"
"Would run","Would run"
"You can also run ""bin/magento workflow:health"" from the command line.","You can also run ""bin/magento workflow:health"" from the command line."
"— No fan-out (one run per triggering entity) —","— No fan-out (one run per triggering entity) —"
"— recent %1 —","— recent %1 —"
